client_id,start,step_1,step_2,step_3,confirm
2643498,3,2,2,2,1
2643562,1,1,1,1,1
2643600,3,2,1,1,0
2643816,3,2,2,2,1
2643833,3,3,3,2,1
2644129,1,1,1,1,1
2644182,0,0,0,0,5
2644266,1,1,1,1,1
2644380,4,1,3,0,0
2644510,1,1,1,1,1
2644621,2,1,1,1,4
2644635,1,4,3,1,1
2644661,1,1,1,1,1
2644732,4,2,1,1,1
2644765,5,10,2,0,0
2644830,2,1,0,0,0
2644914,3,1,1,1,1
2645134,1,1,1,1,1
2645157,1,0,0,0,0
2645177,1,1,1,1,1
2645335,2,1,1,1,3
2645358,2,2,1,1,1
2645428,1,1,0,0,0
2645531,1,1,1,1,1
2645589,1,1,1,1,2
2645670,1,1,1,1,0
2645885,1,1,1,1,8
2645926,4,2,0,0,0
2645953,3,1,1,1,2
2645990,1,1,1,1,1
2646033,1,1,2,2,1
2646223,1,1,1,1,1
2646302,2,2,2,1,1
2646362,2,0,0,0,0
2646768,1,1,1,1,1
2646772,3,1,1,1,1
2646807,4,2,2,2,1
2646813,2,2,1,1,1
2646820,1,1,1,1,1
2646824,1,1,1,0,0
2646971,2,0,0,0,0
2647155,0,0,0,0,5
2647168,2,1,1,1,1
2647193,1,1,1,1,2
2647267,3,1,1,1,1
2647351,1,1,1,1,1
2647562,1,1,1,1,1
2647605,2,2,1,1,2
2647744,2,1,1,1,1
2647853,1,1,1,1,1
2648130,2,1,1,1,5
2648176,2,4,4,2,1
2648278,1,1,1,1,1
2648339,2,2,1,1,1
2648370,2,2,2,2,1
2648410,0,0,0,0,1
2648419,2,2,3,3,1
2648556,4,2,2,2,0
2648599,2,2,1,1,1
2648618,2,1,2,2,0
2648727,4,4,1,1,1
2648932,1,1,1,1,1
2648975,1,1,0,0,0
2649126,3,5,3,2,1
2649328,1,1,1,1,1
2649354,1,1,1,3,1
2649374,1,1,0,0,0
2649382,2,2,1,1,4
2649386,1,1,1,1,1
2649482,3,1,1,0,0
2649590,1,1,1,1,1
2649618,2,1,1,1,3
2649640,1,0,0,0,0
2649673,4,2,2,0,0
2649749,2,0,0,0,0
2649914,3,1,1,1,0
2650217,3,3,1,1,1
2650314,4,0,0,0,0
2650327,1,1,1,1,2
2650344,1,1,1,1,1
2650420,1,1,1,1,1
2650434,1,1,1,1,10
2650574,1,1,1,1,1
2650789,2,2,2,2,1
2650831,1,1,1,1,1
2650836,5,6,5,4,1
2650979,6,3,2,1,0
2650986,2,2,0,0,0
2651141,1,1,1,1,1
2651167,1,1,1,1,1
2651306,3,5,2,2,2
2651390,6,3,1,1,2
2651501,1,0,0,0,0
2651502,1,1,1,1,1
2651531,1,1,1,1,1
2651562,1,0,0,0,0
2651590,2,1,0,0,0
2651648,2,0,0,0,0
2651679,2,0,0,0,0
2651828,12,7,7,7,0
2651881,3,0,0,0,0
2652029,1,1,1,1,1
2652105,1,1,1,1,1
2652180,2,2,1,1,1
2652206,1,0,0,0,0
2652376,3,8,6,1,0
2652554,2,1,1,1,1
2652577,13,1,1,1,5
2652618,5,3,1,1,1
2652620,3,2,2,1,1
2652663,3,0,0,0,0
2652744,1,0,0,0,0
2652985,1,1,1,1,1
2653016,2,2,1,1,1
2653125,1,1,1,1,1
2653146,3,0,0,0,0
2653167,4,4,2,4,1
2653269,1,0,0,0,0
2653282,6,3,2,0,0
2653428,9,3,3,2,1
2653463,1,1,1,1,1
2653512,3,2,1,1,3
2653564,4,1,1,1,2
2654002,1,1,3,3,1
2654003,2,2,1,1,2
2654086,1,2,1,1,1
2654156,3,2,2,0,0
2654172,4,2,2,1,1
2654323,2,2,1,1,0
2654378,4,6,5,3,0
2654414,1,1,1,1,0
2654539,1,1,1,1,1
2654605,4,0,0,0,0
2654670,2,2,1,1,2
2654776,1,1,1,1,1
2654796,2,1,1,1,1
2654807,2,1,1,1,1
2654891,1,1,1,1,1
2654965,1,1,1,1,1
2655032,2,2,2,1,1
2655180,2,1,1,1,1
2655375,3,1,1,1,0
2655879,3,2,2,2,1
2655882,2,0,0,0,0
2656053,1,0,0,0,0
2656130,2,0,0,0,0
2656203,1,2,1,2,1
2656252,1,1,1,1,0
2656587,2,1,2,2,0
2656602,3,1,0,0,0
2656955,1,2,2,1,1
2657038,1,0,0,0,0
2657062,2,1,1,1,1
2657092,1,1,1,1,1
2657385,1,1,1,1,1
2657386,1,3,1,0,0
2657393,2,2,1,1,1
2657532,1,1,1,1,2
2657642,1,1,1,1,1
2657876,4,1,1,1,1
2657900,2,1,1,1,1
2658088,1,1,1,1,1
2658149,1,1,1,1,1
2658244,1,1,1,1,1
2658331,1,1,1,1,1
2658358,2,1,1,1,0
2658604,2,0,0,0,0
2658660,1,1,1,1,1
2658770,3,2,1,1,0
2658940,1,1,1,1,1
2658964,1,1,1,1,1
2659072,2,1,1,1,2
2659094,1,0,0,0,0
2659153,1,1,1,1,1
2659237,1,1,1,1,1
2659289,1,0,0,0,0
2659372,1,1,1,1,1
2659422,1,1,1,1,1
2659482,2,1,1,1,1
2659593,1,1,1,1,1
2659671,2,2,2,2,1
2659711,1,1,1,1,1
2659804,4,1,0,0,0
2659958,12,1,1,0,0
2659991,1,1,1,1,0
2660120,2,1,1,1,0
2660140,2,2,2,3,1
2660173,2,3,1,1,1
2660220,1,1,1,1,3
2660247,4,0,0,0,0
2660284,1,1,1,1,1
2660307,3,3,4,1,0
2660545,3,3,2,0,0
2660634,1,1,1,1,1
2660681,1,1,1,1,1
2660768,2,2,1,1,1
2660822,4,1,1,1,1
2660839,1,1,1,1,1
2660945,1,1,1,1,1
2661043,1,1,1,0,0
2661057,5,2,1,1,0
2661074,2,1,1,1,1
2661111,1,1,1,1,1
2661319,1,1,1,1,1
2661341,1,1,1,1,1
2661372,2,1,1,1,1
2661467,1,1,1,1,1
2661574,3,3,0,0,0
2661606,2,2,1,1,1
2661758,2,2,2,1,0
2661768,3,1,1,1,1
2661834,2,1,1,1,0
2661923,3,2,1,0,0
2662032,3,3,1,1,0
2662070,1,1,1,1,3
2662072,1,0,0,0,0
2662280,1,1,1,0,0
2662438,1,1,1,1,1
2662490,1,1,0,0,0
2662563,1,1,1,1,2
2662611,1,1,1,1,0
2662784,2,1,0,0,0
2662801,1,0,0,0,0
2662902,1,1,1,1,1
2662934,5,6,0,0,0
2663002,1,1,1,1,1
2663019,2,2,3,5,1
2663078,1,1,1,1,1
2663159,1,1,1,1,1
2663347,1,0,0,0,0
2663352,1,2,1,1,1
2663355,1,1,3,3,0
2663469,2,2,2,2,1
2663673,1,1,1,1,1
2663697,1,1,1,1,1
2663775,2,2,2,3,0
2663799,1,2,2,1,1
2664244,1,0,0,0,0
2664345,11,3,5,5,1
2664436,1,1,1,1,1
2664495,1,2,2,1,1
2664673,1,1,1,1,1
2664805,4,3,2,2,0
2664922,4,1,1,0,0
2664966,1,1,1,1,1
2665020,4,2,1,1,1
2665162,1,1,1,1,1
2665742,2,0,0,0,0
2665864,1,1,1,1,1
2665926,2,1,1,1,1
2665992,2,2,2,1,1
2666016,1,1,1,1,1
2666114,1,1,2,2,1
2666398,1,1,1,1,1
2666411,1,1,1,1,1
2666616,1,1,0,0,0
2666629,1,1,1,1,1
2666636,2,1,1,1,1
2666869,1,1,1,1,2
2666931,4,2,2,2,1
2667117,2,2,2,2,0
2667174,1,1,1,1,1
2667297,12,5,2,2,0
2667434,4,4,2,1,1
2667447,1,1,1,1,1
2667499,1,1,0,0,0
2667527,2,1,2,2,1
2667550,1,1,1,1,1
2667639,4,1,1,1,1
2667933,1,1,1,1,0
2668008,1,1,1,1,1
2668062,1,1,2,2,1
2668148,2,2,2,1,1
2668250,2,1,1,1,1
2668318,1,3,3,1,1
2668428,1,1,0,0,0
2668484,1,1,2,2,2
2668652,1,0,0,0,0
2668666,3,3,1,1,1
2668767,1,1,1,1,1
2668865,2,1,1,1,1
2668959,2,2,1,1,1
2668984,3,3,1,0,0
2669177,1,1,1,1,1
2669220,1,1,1,1,1
2669259,1,1,1,1,1
2669296,1,1,1,1,1
2669304,1,1,1,1,2
2669526,3,0,0,0,0
2669627,1,1,1,1,2
2669712,1,1,1,1,1
2669917,1,1,1,1,2
2670094,1,1,1,1,1
2670136,1,1,1,1,1
2670166,1,0,0,0,0
2670183,5,1,1,1,0
2670211,1,0,0,0,0
2670282,1,1,1,1,1
2670925,1,1,1,1,1
2670980,1,1,1,1,1
2671079,2,1,1,4,4
2671124,2,1,1,0,0
2671221,1,1,1,0,0
2671231,1,1,1,1,1
2671272,11,7,2,1,1
2671323,2,2,1,1,1
2671399,1,1,1,1,4
2671459,1,0,0,0,0
2671538,5,6,5,4,0
2671678,1,1,2,2,0
2671815,2,0,0,0,0
2671865,1,2,2,1,1
2671924,5,3,3,2,2
2671926,1,0,0,0,0
2671945,1,1,2,2,1
2671983,1,1,1,1,1
2672220,2,2,1,1,1
2672272,1,0,0,0,0
2672305,1,1,1,1,1
2672325,1,1,1,1,1
2672388,2,2,1,1,1
2672398,4,2,2,2,1
2672446,2,1,1,1,0
2672504,2,2,1,1,1
2672699,2,0,0,0,0
2672771,2,1,1,1,0
2672778,1,1,1,1,1
2672855,1,1,0,0,0
2672868,1,1,1,1,0
2672962,1,1,1,1,1
2673006,1,1,1,1,8
2673036,2,1,1,1,1
2673051,1,1,2,2,1
2673060,5,3,2,2,0
2673084,1,1,1,1,1
2673316,1,1,1,1,1
2673329,1,1,0,0,0
2673440,1,2,2,0,0
2673699,1,1,1,1,1
2673789,1,1,1,1,1
2673879,1,1,1,1,1
2674006,3,3,1,1,1
2674090,4,2,1,2,0
2674095,1,1,0,0,0
2674124,5,1,0,0,0
2674184,1,1,1,1,1
2674343,1,1,1,1,1
2674344,2,1,1,1,2
2674649,4,2,2,2,2
2674650,1,0,0,0,0
2674668,2,3,2,1,4
2674701,2,0,0,0,0
2674901,1,1,1,1,1
2675082,2,2,1,1,1
2675136,1,1,3,2,1
2675426,4,1,1,1,0
2675470,1,2,2,1,1
2675477,1,1,1,1,1
2675494,1,1,1,1,0
2675631,1,2,2,2,1
2675661,3,1,1,1,1
2675819,0,2,2,1,0
2675846,3,2,1,1,2
2675860,1,1,1,1,2
2675957,4,1,0,0,0
2676107,5,3,2,2,1
2676410,1,0,0,0,0
2676477,1,1,1,1,1
2676574,6,6,1,1,1
2676617,1,0,0,0,0
2676700,1,3,2,1,1
2676750,9,2,2,2,5
2676786,1,1,1,0,0
2677120,6,0,0,0,0
2677300,2,2,2,1,0
2677391,1,1,1,1,1
2677410,1,1,1,1,1
2677460,3,1,1,1,1
2677528,2,3,3,1,1
2677656,2,2,2,1,1
2677821,1,1,2,1,1
2677902,1,1,1,1,1
2677976,3,3,2,1,0
2677984,1,1,1,1,1
2678106,2,1,0,0,0
2678115,2,2,0,0,0
2678251,1,0,0,0,0
2678430,1,1,1,2,2
2678474,5,2,2,2,0
2678517,1,1,0,0,0
2678591,3,0,0,0,0
2678598,2,2,3,2,1
2678642,1,1,1,1,2
2678720,1,1,1,1,1
2678732,1,1,1,1,1
2678733,3,5,3,1,1
2678784,2,1,0,0,0
2678832,2,2,3,1,0
2678849,1,6,2,1,0
2678865,1,1,1,1,1
2678923,1,1,1,1,1
2679024,1,1,1,1,1
2679052,1,3,2,1,3
2679328,1,1,1,0,0
2679334,1,1,1,1,1
2679453,2,1,1,1,1
2679454,1,2,2,1,1
2679694,1,1,1,1,1
2679734,1,1,1,1,1
2679854,1,2,2,2,1
2679859,3,0,0,0,0
2679961,1,1,1,1,1
2680105,1,1,1,1,1
2680137,1,1,0,0,0
2680250,2,1,1,1,1
2680334,1,1,1,1,2
2680464,1,1,1,1,1
2680507,2,0,0,0,0
2680526,1,1,1,0,0
2680542,4,8,2,1,0
2680604,2,2,1,1,1
2680639,2,1,0,0,0
2680710,1,1,1,0,0
2680768,1,1,1,1,1
2680789,1,1,1,1,1
2680794,1,1,1,1,3
2680898,1,1,1,1,1
2681013,6,4,3,3,1
2681020,1,1,0,0,0
2681090,7,1,1,0,0
2681110,2,2,1,1,1
2681155,1,1,1,1,1
2681216,1,1,1,1,1
2681354,10,6,4,3,1
2681398,2,1,1,1,0
2681527,1,1,1,1,3
2681547,1,1,1,1,1
2681612,1,1,1,1,1
2681637,1,2,1,1,1
2681668,2,2,1,0,0
2681705,1,1,1,1,2
2681737,2,1,1,2,0
2681771,2,2,1,1,2
2681891,1,0,0,0,0
2681968,1,1,1,1,0
2682046,1,0,0,0,0
2682091,3,3,2,1,1
2682293,3,5,2,1,1
2682426,2,0,0,0,0
2682504,1,0,0,0,0
2682870,1,1,1,0,0
2682906,3,2,1,0,0
2682952,1,1,1,1,1
2682989,2,1,0,0,0
2683014,2,0,0,0,0
2683176,1,2,2,1,2
2683226,1,1,3,3,1
2683312,2,2,2,1,1
2683336,1,1,1,1,1
2683357,2,1,1,1,1
2683593,2,0,0,0,0
2683656,2,1,1,1,0
2683922,1,1,1,1,1
2683949,1,1,1,1,1
2684004,2,2,2,2,1
2684020,3,2,2,1,1
2684049,3,4,2,2,0
2684083,1,1,1,1,1
2684169,2,1,1,1,0
2684246,1,1,1,1,1
2684448,1,1,1,1,3
2684538,2,0,0,0,0
2684620,1,1,1,1,1
2684667,1,1,1,3,0
2684718,4,2,2,1,1
2684760,1,1,1,1,1
2684781,1,1,1,1,0
2685027,1,1,1,1,1
2685095,2,1,1,1,0
2685198,2,1,0,0,0
2685321,3,0,0,0,0
2685401,1,1,1,1,1
2685469,1,1,1,1,1
2685470,4,3,1,1,1
2685475,3,2,2,2,1
2685532,4,5,0,0,0
2685636,1,1,1,1,1
2685663,3,2,1,1,1
2685682,7,4,4,2,1
2685727,4,5,2,0,0
2685802,1,0,0,0,0
2685804,1,1,1,1,1
2685885,1,1,1,1,1
2685910,3,1,1,1,1
2685977,2,2,1,1,8
2685992,2,1,1,1,1
2686029,1,3,3,1,0
2686432,2,2,1,1,1
2686458,1,1,1,1,1
2686512,4,3,2,1,4
2686544,1,1,1,1,1
2686581,1,1,0,0,0
2686820,1,1,1,1,4
2686877,3,2,1,1,3
2687001,4,0,0,0,0
2687012,2,2,2,2,1
2687087,1,1,1,1,1
2687189,1,1,1,1,1
2687230,6,2,1,1,1
2687249,1,1,1,1,1
2687251,3,3,1,1,1
2687384,1,1,1,1,1
2687513,3,0,0,0,0
2687634,1,1,1,1,1
2687712,2,1,1,1,1
2687740,1,1,1,1,1
2688057,1,1,1,1,1
2688470,3,2,2,2,1
2688516,1,1,1,1,1
2688569,1,1,0,0,0
2688576,4,2,0,0,0
2688596,1,1,1,1,1
2688631,9,5,4,5,1
2688729,2,2,1,1,1
2689213,3,2,2,1,2
2689246,1,1,1,1,1
2689273,3,1,1,1,1
2689307,1,1,1,1,1
2689442,1,1,1,1,1
2689588,3,1,1,1,3
2689638,2,1,1,1,1
2689677,1,1,1,1,0
2689761,1,1,1,1,1
2689878,2,1,1,1,1
2689880,1,1,1,1,1
2689899,1,1,1,1,1
2690090,2,2,1,1,2
2690203,1,1,1,1,2
2690272,1,1,1,1,1
2690439,2,0,0,0,0
2690502,4,2,1,1,1
2690639,1,1,1,1,1
2690705,1,1,0,0,0
2690711,1,1,1,1,1
2690732,1,0,0,0,0
2690773,2,2,1,1,1
2690825,5,4,2,2,1
2690993,1,0,0,0,0
2691034,7,2,2,2,2
2691102,1,1,1,1,1
2691152,2,2,1,1,1
2691313,6,2,2,2,1
2691460,4,0,0,0,0
2691527,7,3,2,2,3
2691616,1,1,1,1,1
2691632,2,0,0,0,0
2691713,2,1,1,0,0
2691808,1,1,1,1,1
2692027,1,1,1,1,1
2692109,1,1,1,1,1
2692143,1,1,0,0,0
2692181,1,1,1,1,1
2692189,2,1,1,1,1
2692234,1,1,1,2,1
2692249,1,1,1,1,2
2692294,0,1,1,1,4
2692371,1,1,1,1,3
2692394,1,1,1,1,1
2692658,2,2,3,2,1
2692743,1,1,1,1,1
2692777,1,1,1,1,1
2692859,4,2,1,0,0
2692947,1,0,0,0,0
2692994,1,1,1,1,1
2693022,3,0,0,0,0
2693087,1,1,1,1,1
2693161,1,1,1,1,2
2693377,1,1,1,1,1
2693433,2,2,1,1,3
2693464,1,1,1,1,1
2693579,1,1,1,1,1
2693746,1,1,2,2,1
2693752,2,2,1,1,1
2693797,1,0,0,0,0
2693865,1,1,1,1,2
2693962,1,0,0,0,0
2694302,2,1,1,2,1
2694334,4,1,1,1,1
2694337,1,1,1,1,1
2694341,2,2,1,1,1
2694362,1,1,1,2,1
2694432,2,1,1,1,1
2694439,1,1,1,1,1
2694492,2,2,3,2,1
2694537,1,1,1,1,1
2694640,7,3,1,1,1
2694703,2,2,2,2,1
2694810,1,1,1,1,1
2694857,3,2,2,3,0
2694858,1,1,1,1,1
2694902,3,1,1,1,1
2695028,1,1,1,1,1
2695166,2,1,1,0,0
2695208,2,2,1,1,2
2695227,1,1,1,1,2
2695234,1,1,1,1,1
2695276,2,3,2,2,0
2695328,1,1,1,0,0
2695351,1,1,1,1,1
2695532,2,2,1,1,1
2695578,4,1,1,0,0
2695586,2,3,1,1,1
2695688,2,3,4,3,1
2695710,2,2,1,1,1
2695915,1,1,1,1,2
2695944,1,1,1,1,1
2696049,1,1,1,1,1
2696301,1,1,1,1,1
2696311,1,1,1,0,0
2696377,2,1,1,1,0
2696385,1,1,1,1,1
2696533,3,1,1,1,1
2696766,1,1,1,1,1
2696779,2,1,1,1,1
2697037,1,1,1,1,1
2697324,1,1,1,1,1
2697419,3,3,2,1,0
2697508,2,2,1,1,1
2697858,3,2,2,1,1
2697881,2,2,1,1,2
2697914,1,1,3,1,0
2698074,4,1,2,1,0
2698101,3,5,10,9,1
2698218,1,1,1,1,1
2698232,1,1,1,1,1
2698239,7,3,0,0,0
2698324,2,2,1,0,0
2698417,3,3,4,4,1
2698461,1,1,2,2,1
2698538,2,4,2,1,1
2698849,1,1,3,2,1
2699067,1,1,1,1,4
2699102,1,1,1,1,1
2699213,1,0,0,0,0
2699556,3,1,1,1,1
2699810,1,1,1,1,1
2699813,5,2,0,0,0
2699875,1,1,1,1,1
2699893,1,1,2,1,1
2699940,1,1,1,1,1
2699963,1,1,1,1,2
2700020,6,3,2,0,0
2700087,2,3,2,1,1
2700111,3,3,1,1,1
2700187,1,1,1,1,1
2700191,2,2,1,1,1
2700367,1,1,1,1,1
2700375,2,1,1,1,1
2700415,4,2,2,2,1
2700515,1,2,1,1,1
2700516,1,1,1,0,0
2700834,1,1,1,1,1
2700888,1,1,1,1,2
2701022,1,0,0,0,0
2701188,2,1,1,1,0
2701206,1,1,1,1,1
2701459,4,4,4,2,0
2701464,3,2,1,1,2
2701538,3,1,1,1,1
2701955,5,0,0,0,0
2702002,3,2,1,1,1
2702230,1,1,2,2,1
2702446,2,2,1,1,1
2702463,3,1,1,1,0
2702504,1,1,1,1,1
2702559,1,1,1,1,1
2702625,3,3,1,1,1
2702638,1,1,1,1,1
2702763,1,1,1,1,1
2702870,1,1,1,5,0
2703317,1,1,1,1,1
2703469,1,1,1,1,3
2703662,7,0,0,0,0
2704290,2,2,1,0,0
2704337,1,1,1,1,1
2704548,1,1,1,1,1
2704676,4,4,7,4,1
2704747,1,1,1,1,1
2704752,2,1,1,1,1
2704884,1,1,1,1,1
2704972,1,1,1,1,2
2704977,3,1,1,1,0
2705435,3,1,1,1,0
2705565,5,2,3,2,1
2705695,3,2,1,1,0
2705713,6,1,0,0,0
2705898,2,2,2,1,2
2705941,1,1,1,1,2
2705965,2,0,0,0,0
2706171,2,2,1,2,1
2706190,3,2,1,1,1
2706350,1,1,1,1,1
2706512,1,1,1,1,1
2706627,1,1,1,1,1
2706662,1,1,1,1,1
2706771,1,1,1,1,1
2706793,2,3,1,1,1
2706804,1,1,1,1,1
2706846,1,1,1,1,1
2706854,2,1,1,1,1
2706864,5,2,2,3,2
2707225,1,0,0,0,0
2707257,1,1,1,1,1
2707817,2,0,0,0,0
2707834,1,1,0,0,0
2708001,1,1,1,1,1
2708318,1,1,1,1,1
2708490,4,2,1,1,1
2708561,1,1,1,1,1
2708604,3,3,2,2,1
2708685,5,2,2,0,0
2708699,1,0,0,0,0
2708707,1,1,1,1,1
2708743,5,1,1,1,1
2708760,1,1,1,1,1
2708785,2,1,1,1,0
2708787,6,4,1,1,1
2708801,1,1,1,1,2
2709011,6,2,3,2,1
2709119,1,0,0,0,0
2709163,2,2,1,1,1
2709237,3,2,3,2,2
2709255,1,1,1,1,1
2709282,1,1,1,1,1
2709351,1,0,0,0,0
2709477,4,4,3,2,1
2709631,1,1,1,1,2
2709693,2,1,1,1,1
2709715,1,1,1,1,1
2709738,1,1,1,1,1
2709749,4,2,0,0,0
2709822,1,1,1,1,1
2709872,1,2,1,1,1
2709957,10,10,0,1,1
2709963,1,0,0,0,0
2710010,1,2,2,1,1
2710042,1,1,1,1,1
2710107,3,1,1,1,0
2710111,2,1,1,1,1
2710316,2,2,1,1,2
2710360,1,1,1,1,1
2710405,2,0,0,0,0
2710410,1,1,1,1,1
2710486,7,2,1,1,0
2710557,9,5,3,2,1
2710586,2,1,1,0,0
2710593,3,1,1,1,1
2710651,1,0,0,0,0
2710693,1,1,1,1,1
2710916,1,1,1,1,0
2710972,2,2,1,1,1
2711017,2,2,1,1,1
2711126,2,1,1,1,1
2711261,1,3,2,2,1
2711268,5,3,1,1,1
2711297,1,1,1,1,1
2711389,1,1,1,1,1
2711436,1,1,1,1,1
2711563,4,1,1,1,1
2711598,1,1,1,1,0
2711657,1,1,1,1,0
2711764,2,1,1,0,0
2711775,1,0,0,0,0
2711885,4,4,4,1,0
2711899,2,2,1,1,0
2711903,1,0,0,0,0
2711963,2,1,1,1,1
2711987,1,1,0,0,0
2711999,2,2,0,0,0
2712083,1,0,0,0,0
2712258,2,1,1,1,1
2712416,2,1,0,0,0
2712425,1,1,1,1,2
2712440,1,0,0,0,0
2712496,1,1,1,1,1
2712519,2,2,2,1,1
2712575,1,1,1,1,1
2712748,1,3,3,1,1
2712803,1,1,1,1,1
2713123,3,1,1,0,0
2713154,1,1,1,1,1
2713302,1,1,1,1,1
2713437,1,1,1,1,2
2713472,1,0,0,1,1
2713474,2,2,1,1,2
2713784,1,1,1,1,1
2713833,3,0,0,0,0
2713895,3,0,0,0,0
2713944,2,2,2,1,1
2713995,1,1,1,1,1
2714079,16,0,0,0,0
2714186,2,0,0,0,0
2714285,1,1,1,2,0
2714465,1,2,1,1,1
2714519,1,1,1,1,1
2714570,1,1,1,1,1
2714606,2,2,1,1,1
2714618,2,1,1,1,1
2714680,1,0,0,0,0
2714721,2,1,1,1,0
2714772,3,0,0,0,0
2714848,2,1,1,1,3
2714888,4,3,0,0,0
2714922,1,1,1,1,1
2714940,1,2,2,1,1
2714945,1,2,4,2,1
2715028,3,2,2,2,1
2715148,1,1,1,1,1
2715187,4,1,0,0,0
2715293,2,1,0,0,0
2715297,2,0,0,0,0
2715307,1,1,1,1,1
2715416,3,1,0,0,0
2715662,1,1,1,1,1
2715664,2,0,0,0,0
2715671,1,1,0,0,0
2715696,1,1,2,2,1
2715707,4,2,1,1,1
2715761,3,1,1,1,0
2715798,3,1,1,1,0
2716041,1,0,0,0,0
2716390,1,1,1,1,1
2716432,4,5,2,1,1
2716517,2,0,0,0,0
2716792,1,1,1,1,1
2716800,1,1,1,1,2
2716890,2,1,1,0,0
2716977,3,2,2,1,3
2717026,1,1,1,1,2
2717040,1,1,1,1,1
2717190,1,1,1,1,1
2717233,1,1,1,1,1
2717280,1,0,0,0,0
2717283,1,1,1,1,1
2717328,1,1,1,1,1
2717384,0,1,1,1,1
2717408,2,2,1,1,2
2717499,1,1,1,1,1
2717600,2,2,2,2,1
2717623,1,1,0,0,0
2717638,1,1,1,3,0
2717667,7,3,3,3,1
2717723,3,0,0,0,0
2717743,13,0,0,0,0
2717764,2,1,0,0,0
2717799,2,1,1,1,1
2718119,1,1,1,1,1
2718183,1,0,0,0,0
2718355,5,4,2,2,1
2718368,1,1,2,2,1
2718387,2,2,1,1,1
2718489,1,0,0,0,0
2718542,1,1,1,1,1
2718654,2,1,1,1,1
2718731,1,1,1,1,1
2718772,1,1,1,1,1
2718782,1,1,1,1,1
2718859,5,1,0,0,0
2718874,4,1,1,1,1
2718994,5,2,1,1,1
2719207,1,1,1,1,1
2719237,3,2,1,1,1
2719468,1,1,1,1,1
2719473,2,3,3,2,1
2719667,2,1,1,1,0
2719745,2,2,2,1,1
2719755,4,2,1,1,1
2719792,1,1,0,0,0
2719803,1,0,0,0,0
2719871,1,1,1,1,1
2719901,1,1,1,1,0
2719903,2,2,1,1,1
2719923,1,1,1,1,1
2719973,1,1,1,1,0
2720302,1,1,1,1,1
2720367,1,1,1,1,3
2720755,4,0,0,0,0
2720788,1,0,0,0,0
2720974,1,1,1,1,1
2720981,1,1,1,1,1
2721185,3,2,2,1,2
2721230,1,2,2,1,0
2721241,1,1,1,1,1
2721275,1,1,1,1,2
2721315,1,0,0,0,0
2721377,1,1,1,1,1
2721490,1,1,1,1,1
2721599,8,1,1,1,1
2721619,1,1,1,1,4
2721621,3,0,0,0,0
2721873,1,1,1,1,1
2721884,1,1,1,1,1
2721931,1,1,1,4,1
2721980,5,4,1,1,2
2722104,1,0,0,0,0
2722105,1,1,1,1,1
2722147,2,1,1,1,1
2722295,1,1,1,1,1
2722311,1,0,0,0,0
2722418,2,0,0,0,0
2722590,6,3,0,0,0
2722647,1,1,1,1,1
2722655,4,4,2,1,1
2722728,4,4,1,1,1
2722729,2,1,0,0,0
2722762,4,2,3,2,1
2722779,2,1,1,0,0
2722848,1,1,1,1,3
2722860,1,1,1,1,1
2722879,3,2,2,2,1
2722916,2,1,1,1,2
2722950,1,1,1,1,1
2723013,2,0,0,0,0
2723082,1,1,1,1,1
2723115,1,0,0,0,0
2723277,1,1,1,1,1
2723341,1,1,1,1,1
2723364,1,1,1,1,1
2723403,1,1,1,1,1
2723419,2,0,0,0,0
2723475,3,1,1,1,2
2723505,1,1,1,1,1
2723635,3,3,1,1,1
2723667,5,3,2,0,0
2723699,1,2,1,1,1
2723801,1,1,2,2,1
2723905,1,1,1,0,0
2723943,1,0,0,0,0
2724057,2,0,0,0,0
2724424,2,2,2,1,1
2724524,10,6,3,2,3
2724570,1,1,1,1,1
2724633,1,1,1,1,1
2724971,1,1,1,1,1
2725090,5,1,2,0,0
2725183,1,1,1,1,1
2725340,2,2,2,2,3
2725387,1,1,1,1,1
2725431,1,1,1,1,1
2725506,1,1,1,1,1
2725562,1,1,1,1,1
2725801,1,1,1,1,10
2725837,1,0,0,0,0
2725882,1,1,1,1,1
2725895,2,2,2,1,1
2725900,2,1,1,1,0
2725903,1,1,1,1,1
2725975,3,1,1,1,1
2726040,1,1,1,1,1
2726176,2,1,1,1,3
2726195,1,1,1,1,1
2726231,1,1,1,1,1
2726407,1,1,1,1,1
2726591,1,1,1,1,1
2726608,2,1,0,0,0
2726694,1,1,1,1,1
2726722,1,0,0,0,0
2726724,1,0,0,0,0
2726780,1,1,1,1,1
2727100,1,1,1,1,1
2727133,1,1,1,1,1
2727181,1,1,1,1,2
2727295,1,1,1,1,4
2727344,3,1,1,1,1
2727358,3,2,1,1,1
2727403,1,1,1,1,1
2727578,14,3,3,3,1
2727697,6,1,1,1,1
2727788,1,1,1,1,5
2727819,2,2,1,1,1
2727920,1,1,2,2,1
2727971,1,1,1,1,0
2727983,1,2,2,1,0
2728127,2,1,1,0,0
2728153,3,0,0,0,0
2728654,1,1,1,1,1
2728663,1,0,0,0,0
2728686,1,1,1,1,1
2728710,5,7,1,1,1
2728727,2,2,1,1,1
2728818,3,2,1,1,1
2729088,1,1,1,1,1
2729199,1,1,1,1,2
2729240,1,1,1,1,1
2729313,1,1,1,1,1
2729726,1,1,1,1,0
2729855,1,1,1,1,0
2729916,1,1,0,0,0
